City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
368,anamur,36.0751,32.8369,55.4,100,75,5.1,TR,1610408253
369,maneadero,31.7167,-116.5667,68.0,52,0,1.21,MX,1610408161
370,bridlington,54.0831,-0.1919,46.4,87,90,10.36,GB,1610408253
371,hami,42.8,93.45,11.7,84,0,1.41,CN,1610408254
372,taoudenni,22.6783,-3.9836,59.74,33,93,11.1,ML,1610408254
373,challapalle,16.1167,80.9333,66.7,95,48,4.12,IN,1610408254
374,shubarshi,48.5872,57.1869,16.65,97,73,10.33,KZ,1610408254
375,tombouctou,20.0,-3.0,62.15,30,0,12.3,ML,1610408254
376,cerqueira cesar,-23.0356,-49.1661,72.14,92,92,8.16,BR,1610408254
377,berlevag,70.8578,29.0864,16.45,95,67,26.02,NO,1610408254
378,aswan,24.0934,32.907,63.0,57,0,8.77,EG,1610408254
379,tomari,47.7658,142.0683,17.76,90,99,9.28,RU,1610408255
380,hambantota,6.1241,81.1185,73.4,100,40,2.3,LK,1610408255
381,pandan,14.0453,124.1694,75.81,77,99,20.71,PH,1610408255
382,andenes,69.3143,16.1194,28.4,59,0,21.81,NO,1610408255
383,ancud,-41.8697,-73.8203,57.0,58,0,10.36,CL,1610408255
384,khuzhir,53.1939,107.3397,3.9,85,63,15.9,RU,1610408255
385,rafaela,-31.2503,-61.4867,69.66,77,84,9.75,AR,1610408255
386,shenkursk,62.1091,42.896,-17.81,87,2,4.16,RU,1610408255
387,devonport,-41.1667,146.35,73.0,51,5,1.01,AU,1610408200
388,san pedro,14.35,121.0167,77.0,78,75,1.14,PH,1610408256
389,kuala kangsar,4.7667,100.9333,73.4,94,40,1.14,MY,1610408256
390,am timan,11.0297,20.2827,68.07,23,0,5.82,TD,1610408256
391,tafresh,34.692,50.013,35.51,53,0,3.78,IR,1610408256
392,douglas,41.3,-96.167,44.6,61,1,3.44,US,1610408256
393,beaverlodge,55.2166,-119.4361,35.6,87,75,11.5,CA,1610408256
394,honningsvag,70.9821,25.9704,21.88,97,54,31.09,NO,1610408256
395,tarko-sale,64.9225,77.785,-15.12,87,36,13.47,RU,1610408256
396,lipari,38.4674,14.954,55.0,86,44,3.8,IT,1610408257
397,crawfordsville,40.0411,-86.8745,25.0,86,90,8.05,US,1610408257
398,kasongo-lunda,-6.4667,16.8167,69.01,84,81,0.81,CD,1610408257
399,aqtobe,50.2797,57.2072,14.0,79,90,6.71,KZ,1610408257
400,mombetsu,44.3525,143.3525,20.14,89,100,6.04,JP,1610408257
401,koumac,-20.5667,164.2833,85.57,71,99,5.99,NC,1610408257
402,toba,34.4833,136.85,37.4,75,75,3.44,JP,1610408257
403,arraial do cabo,-22.9661,-42.0278,77.0,88,20,17.27,BR,1610408257
404,galt,38.2546,-121.3,59.0,71,80,1.72,US,1610408258
405,hervey bay,-25.2986,152.8535,79.0,68,19,10.0,AU,1610408258
406,ahome,25.9167,-109.1833,68.0,42,1,19.57,MX,1610408258
407,orikum,40.3253,19.4714,54.34,80,63,10.51,AL,1610408258
408,miles city,46.4083,-105.8406,37.4,70,1,8.05,US,1610408258
409,horizontina,-27.6258,-54.3078,82.26,62,31,4.56,BR,1610408010
410,port shepstone,-30.7414,30.455,73.58,80,100,6.8,ZA,1610408258
411,santa marta,11.2408,-74.199,84.99,67,36,18.01,CO,1610408172
412,fukue,32.6881,128.8419,39.2,81,75,10.36,JP,1610408258
413,basco,20.4487,121.9702,68.59,82,66,28.3,PH,1610408258
414,axim,4.8699,-2.2405,79.54,85,1,10.76,GH,1610408258
415,emba,48.8264,58.1442,14.9,97,84,10.83,KZ,1610408259
416,ostrovnoy,68.0531,39.5131,5.38,91,1,17.94,RU,1610408259
417,laguna,38.421,-121.4238,60.01,63,1,1.41,US,1610408158
418,irati,-25.4672,-50.6511,71.28,87,59,4.21,BR,1610408259
419,ambon,-3.6954,128.1814,78.8,83,20,5.75,ID,1610408259
420,bereda,43.2686,-7.5406,27.0,98,22,1.99,ES,1610408259
421,remanso,-9.6179,-42.0831,75.96,80,7,7.27,BR,1610408259
422,novyy urengoy,66.0833,76.6333,-7.87,90,85,14.74,RU,1610408259
423,kavaratti,10.5669,72.642,82.33,74,100,8.55,IN,1610408259
424,lewiston,44.1003,-70.2148,28.99,80,90,1.23,US,1610408259
425,comodoro rivadavia,-45.8667,-67.5,60.8,44,0,10.36,AR,1610408260
426,bourg-en-bresse,46.1667,5.1667,27.0,93,5,1.01,FR,1610408260
427,bahia blanca,-38.7196,-62.2724,65.41,28,32,8.93,AR,1610408260
428,margate,51.3813,1.3862,46.0,86,100,4.0,GB,1610408260
429,tura,25.5198,90.2201,57.9,64,3,3.04,IN,1610408260
430,kodinsk,58.6881,99.1844,-30.73,82,7,2.51,RU,1610408260
431,tautira,-17.7333,-149.15,84.2,65,75,8.05,PF,1610408260
432,buala,-8.145,159.5921,82.35,80,100,8.34,SB,1610408260
433,rapid valley,44.0625,-103.1463,48.2,34,1,5.75,US,1610408212
434,salinopolis,-0.6136,-47.3561,79.36,84,76,9.84,BR,1610408261
435,namibe,-15.1961,12.1522,72.34,65,84,8.14,AO,1610408261
436,santa cruz,-17.8,-63.1667,78.8,83,75,17.27,BO,1610408261
437,machiques,10.0644,-72.545,76.84,75,100,8.79,VE,1610408261
438,soyo,-6.1349,12.3689,77.31,82,7,6.71,AO,1610408262
439,nioro,13.35,-15.75,74.14,20,86,11.86,GM,1610408262
440,mollendo,-17.0231,-72.0147,70.3,73,95,5.37,PE,1610408262
441,mehamn,71.0357,27.8492,17.67,92,60,22.08,NO,1610408262
442,salalah,17.0151,54.0924,69.8,26,0,10.36,OM,1610408037
443,roebourne,-20.7833,117.1333,92.37,48,24,13.24,AU,1610408262
444,karasjok,69.4719,25.5112,10.4,72,90,24.16,NO,1610408262
445,katangli,51.7102,143.2326,-10.44,86,4,5.12,RU,1610408262
446,pacifica,37.6138,-122.4869,57.99,72,40,3.44,US,1610408262
447,shache,38.4167,77.2406,10.98,86,0,1.43,CN,1610408262
448,gari,59.4307,62.3497,-26.91,86,90,7.07,RU,1610408263
449,douentza,14.9951,-2.9517,68.52,24,0,6.08,ML,1610408263
450,takoradi,4.8845,-1.7554,78.84,88,0,11.01,GH,1610408238
451,doha,25.2867,51.5333,62.6,67,0,10.36,QA,1610408263
452,svetlaya,46.5389,138.3297,10.11,78,100,2.62,RU,1610408263
453,leningradskiy,69.3833,178.4167,-22.7,82,100,14.03,RU,1610408263
454,maniitsoq,65.4167,-52.9,19.6,94,100,3.94,GL,1610408263
455,solnechnyy,50.7214,136.6319,-8.9,83,82,1.23,RU,1610408263
456,saint-leu,-21.15,55.2833,78.8,83,0,3.44,RE,1610408263
457,chapais,49.7834,-74.8492,14.0,92,90,3.44,CA,1610408264
458,necochea,-38.5473,-58.7368,60.01,62,33,16.69,AR,1610408264
459,maarianhamina,60.0973,19.9348,39.2,93,90,26.46,AX,1610408229
460,ulaangom,49.9811,92.0667,-22.49,85,64,1.39,MN,1610408264
461,sao paulo de olivenca,-3.3783,-68.8725,74.16,94,100,0.54,BR,1610408264
462,lakatoro,-16.0999,167.4164,86.22,68,92,6.6,VU,1610408264
463,orizona,-17.0314,-48.2958,70.72,89,99,5.1,BR,1610408264
464,kyshtovka,56.555,76.6271,-25.13,85,34,8.08,RU,1610408265
465,bonavista,48.6499,-53.1147,26.01,93,40,1.14,CA,1610408032
466,hailar,49.2,119.7,-4.83,92,100,5.99,CN,1610408265
467,labuhan,-6.8844,112.2051,80.15,83,90,8.77,ID,1610408265
468,kingsville,27.5159,-97.8561,53.6,50,75,6.91,US,1610408199
469,port blair,11.6667,92.75,79.39,76,30,14.29,IN,1610407985
470,bolu,40.6667,31.5833,50.41,70,99,5.14,TR,1610408266
471,boyle,37.6334,-84.8666,32.0,74,90,3.04,US,1610408266
472,caravelas,-17.7125,-39.2481,76.44,87,0,6.29,BR,1610408266
473,port lincoln,-34.7333,135.8667,63.93,62,41,14.34,AU,1610408266
474,ovalle,-30.5983,-71.2003,65.5,44,0,3.22,CL,1610408266
475,ust-uda,54.1742,103.0304,-4.88,88,100,8.66,RU,1610408266
476,ha giang,22.8333,104.9833,47.86,53,91,2.98,VN,1610408266
477,cedral,23.8,-100.7333,53.35,60,30,16.82,MX,1610408266
478,krasnoselkup,65.7,82.4667,-3.15,92,98,13.58,RU,1610408266
479,yar-sale,66.8333,70.8333,-3.42,88,100,11.1,RU,1610408266
480,malaia,45.35,24.0333,30.2,93,75,2.3,RO,1610408267
481,manzhouli,49.6,117.4333,-4.81,91,100,4.65,CN,1610408267
482,ostroleka,53.0862,21.5757,30.0,74,40,8.99,PL,1610408069
483,maragogi,-9.0122,-35.2225,78.06,79,84,9.53,BR,1610408267
484,dickinson,29.4608,-95.0513,44.01,65,75,11.5,US,1610408126
485,matamoros,25.5333,-103.25,55.4,41,1,11.97,MX,1610408127
486,las lomas,8.4333,-82.4,84.2,65,20,10.36,PA,1610408267
487,porto nacional,-10.7081,-48.4172,80.6,83,20,4.61,BR,1610408267
488,nuuk,64.1835,-51.7216,23.0,93,75,9.22,GL,1610408267
489,kuytun,54.3419,101.5036,-6.38,89,100,11.03,RU,1610408267
490,painesville,41.7245,-81.2457,30.2,64,90,10.36,US,1610408268
491,andrelandia,-21.7397,-44.3092,69.03,90,100,3.29,BR,1610408268
492,serrana,-21.2114,-47.5956,75.2,88,90,5.75,BR,1610408268
493,hsinchu,24.8036,120.9686,51.01,90,98,4.0,TW,1610408262
494,kudahuvadhoo,2.6708,72.8944,81.0,77,87,14.58,MV,1610408268
495,ballarat,-37.5662,143.8496,64.99,69,28,1.01,AU,1610408268
496,alcains,39.9164,-7.4566,32.0,73,0,5.21,PT,1610408268
497,half moon bay,37.4636,-122.4286,59.0,76,1,8.05,US,1610408249
498,paratinga,-12.6906,-43.1842,72.73,90,57,2.51,BR,1610408268
499,lethem,3.3803,-59.7968,78.48,73,71,12.35,GY,1610408268
500,saint-tite,46.7334,-72.5658,24.8,93,100,2.82,CA,1610408269
501,vao,-22.6667,167.4833,78.06,85,92,19.35,NC,1610408269
502,maceio,-9.6658,-35.7353,77.0,83,0,5.75,BR,1610408269
503,kulhudhuffushi,6.6221,73.07,81.16,75,100,10.56,MV,1610408269
504,lakes entrance,-37.8811,147.981,75.0,64,33,1.01,AU,1610408269
505,englewood,39.6478,-104.9878,46.4,15,40,1.43,US,1610408220
506,butajira,8.1167,38.3667,54.81,76,52,4.7,ET,1610408067
507,dharchula,29.85,80.5333,48.47,29,29,8.5,IN,1610408269
508,methoni,36.8197,21.7049,64.4,82,70,12.66,GR,1610408269
509,micomeseng,2.1462,10.6164,69.49,98,28,2.8,GQ,1610408270
510,uyemskiy,64.4743,40.8524,-14.8,84,0,6.71,RU,1610408270
511,talnakh,69.4865,88.3972,-20.31,87,96,0.74,RU,1610408270
512,huarmey,-10.0681,-78.1522,70.59,82,19,8.16,PE,1610408270
513,lokosovo,61.1333,74.8167,-25.65,86,1,5.37,RU,1610408270
514,vaitape,-16.5167,-151.75,81.77,75,100,19.93,PF,1610407983
515,aguimes,27.9054,-15.4461,60.01,77,40,6.91,ES,1610408270
516,chulman,56.8479,124.9104,-34.28,82,86,1.83,RU,1610408270
517,linjiang,41.8069,126.9078,7.47,90,89,2.3,CN,1610408270
518,nantucket,41.2835,-70.0995,37.4,70,40,5.75,US,1610408270
519,alpena,45.0617,-83.4327,27.0,86,90,12.66,US,1610408271
520,puerto carreno,6.189,-67.4859,79.79,70,38,11.5,CO,1610408271
521,teknaf,20.8624,92.3058,66.88,74,100,5.19,BD,1610408271
522,sabang,5.8933,95.3214,80.71,81,60,22.55,ID,1610408271
523,ponta delgada,37.7333,-25.6667,60.8,94,90,5.75,PT,1610408271
524,manaus,-3.1019,-60.025,80.6,89,40,2.3,BR,1610408271
525,orumiyeh,37.5527,45.0761,26.6,86,22,4.61,IR,1610408271
526,vanavara,60.34,102.2797,-35.23,83,39,2.62,RU,1610408271
527,hajnowka,52.7433,23.5812,27.0,83,37,1.99,PL,1610408002
528,usinsk,65.9939,57.5281,-14.03,75,73,4.32,RU,1610408272
529,punto fijo,11.6956,-70.1996,78.85,70,88,23.78,VE,1610408272
530,deputatskiy,69.3,139.9,-39.95,79,0,1.16,RU,1610408269
531,mackay,-21.15,149.2,77.0,88,90,14.97,AU,1610407984
532,dergaon,26.7,93.9667,61.14,83,96,0.92,IN,1610408272
533,guerrero negro,27.9769,-114.0611,66.92,33,0,16.78,MX,1610408259
534,bull savanna,17.8868,-77.5902,74.62,87,86,9.4,JM,1610408234
535,marienburg,54.0359,19.0266,30.99,100,100,18.52,PL,1610408243
536,beringovskiy,63.05,179.3167,-21.05,81,44,12.84,RU,1610408272
537,cayenne,4.9333,-52.3333,77.0,100,75,5.75,GF,1610408273
538,raton,36.9034,-104.4391,37.4,41,1,8.05,US,1610408125
539,sidrolandia,-20.9319,-54.9614,82.4,61,40,6.91,BR,1610408273
540,gananoque,44.3334,-76.1661,32.0,1,100,11.18,CA,1610408273
541,beyneu,45.3167,55.2,25.56,97,95,8.39,KZ,1610408273
